year,co2,nonco2,aerosol.direct,aerosol.indirect,solar,volcanic,other,total
1797,0.10591503,0.02061459,-0.007523094,-0.03407017,-0.046291875,0.21056922,0.012842869,0.26205657
1798,0.10819345,0.02111978,-0.007931511,-0.034825924,-0.05053125,0.22806922,0.013373645,0.27746741
1799,0.11039084,0.02163591,-0.008045235,-0.035383025,-0.04930625,0.23244422,0.01389824,0.2856347
1800,0.11250486,0.02216446,-0.008442733,-0.036095795,-0.03357375,0.23244422,0.014458568,0.30345983
1801,0.11454316,0.02271248,-0.008834857,-0.036788347,-0.0133,0.23244422,0.015037744,0.3258144
1802,0.11651278,0.02328571,-0.009509641,-0.037635553,-0.017819375,0.23244422,0.015659479,0.32293762
1803,0.1184099,0.0238829,-0.009890574,-0.038288507,-0.034545,0.23244422,0.016281661,0.3082946
1804,0.12022542,0.02449959,-0.009689239,-0.038572395,-0.039536875,0.23244422,0.016881019,0.30625174
1805,0.1219681,0.02513135,-0.009771625,-0.039013583,-0.04272625,0.23244422,0.017516728,0.30554894
1806,0.1236704,0.02577366,-0.010136037,-0.03961156,-0.053764375,0.23244422,0.018186162,0.29656247
1807,0.12533497,0.02642202,-0.010495373,-0.040192471,-0.065043125,0.23244422,0.018866029,0.28733627
1808,0.12690511,0.02707192,-0.010563078,-0.040582688,-0.0714175,-0.25755578,0.019533086,-0.20660893
1809,0.12830042,0.02771893,-0.010626516,-0.040957042,-0.07532875,-1.3994308,0.020205358,-1.3501184
1810,0.12946317,0.02836089,-0.010685842,-0.041316001,-0.0767375,-1.8019308,0.020881483,-1.7519646
1811,0.1304044,0.02900087,-0.011024358,-0.041832938,-0.074204375,-1.0100558,0.021583641,-0.95612856
1812,0.13119381,0.02964356,-0.011358229,-0.042335236,-0.067939375,-0.34068078,0.02229366,-0.27918259
1813,0.13190268,0.03029043,-0.011404417,-0.042650453,-0.06085625,-0.14818078,0.022991648,-0.077907142
1814,0.13259134,0.03094103,-0.01144702,-0.042952127,-0.054236875,-0.67755578,0.023697792,-0.59896164
1815,0.13331508,0.03159488,-0.01176572,-0.043412781,-0.044174375,-2.1519308,0.024432316,-2.0619414
1816,0.13409903,0.03225155,-0.012358657,-0.044032383,-0.0345275,-2.6638058,0.02519496,-2.5631788
1817,0.13491805,0.0329106,-0.01294433,-0.044638854,-0.034759375,-1.4956808,0.025964509,-1.3942302
1818,0.13571684,0.03357157,-0.013246262,-0.045061591,-0.0407925,-0.36255578,0.026720003,-0.26564772
1819,0.13643515,0.03423393,-0.013266616,-0.045301498,-0.046659375,0.092444219,0.02746116,0.18534697
1820,0.13702906,0.03489733,-0.013284068,-0.045530541,-0.0531475,0.22369422,0.028208269,0.31186677
1821,0.13750239,0.03556198,-0.013298768,-0.045749146,-0.0564375,0.23244422,0.028961314,0.31898449
1822,0.13789659,0.03622841,-0.013582604,-0.046128419,-0.055076875,0.23244422,0.029741058,0.32152238
1823,0.13825059,0.03689698,-0.014133226,-0.046668417,-0.051795625,0.23244422,0.030547608,0.32554213
1824,0.13859452,0.03756791,-0.014407238,-0.047028401,-0.04477375,0.23244422,0.031339699,0.33373696
1825,0.13895098,0.03824135,-0.014675123,-0.047379222,-0.0320425,0.23244422,0.032137985,0.34767769
1826,0.13932247,0.03891758,-0.014939523,-0.04772166,-0.01493625,0.23244422,0.032942493,0.36602933
1827,0.13969896,0.03959693,-0.015197844,-0.048055809,0.003136875,0.23244422,0.033753238,0.38537657
1828,0.14007543,0.04027961,-0.01545285,-0.04838242,0.01644125,0.22806922,0.03457025,0.39560049
1829,0.14045187,0.04096581,-0.015439456,-0.048532177,0.023629375,0.19306922,0.035372928,0.36951757
1830,0.14082828,0.04165447,-0.016989952,-0.049688675,0.02078125,-0.021305781,0.036305038,0.15158463
1831,0.14054596,0.04234275,-0.018270586,-0.050670297,0.003675,-0.39755578,0.037220533,-0.24271242
1832,0.1385692,0.04302909,-0.017976709,-0.05063249,-0.016638125,-0.48505578,0.038015284,-0.35068953
1833,0.1356501,0.04371511,-0.018198658,-0.050926009,-0.027890625,-0.18318078,0.038855071,-0.061975791
1834,0.13282363,0.04440374,-0.01841766,-0.051214501,-0.017539375,-0.34505578,0.039700226,-0.21529972
1835,0.12999566,0.0450979,-0.018630705,-0.051498121,0.023550625,-0.98818078,0.040552301,-0.81911312
1836,0.1271662,0.04580059,-0.019847844,-0.052447777,0.071575,-0.94880578,0.041495351,-0.73506426
1837,0.12433524,0.04651493,-0.020802547,-0.053225479,0.08537375,-0.34943078,0.042427806,-0.12480708
1838,0.12244727,0.0472439,-0.020991339,-0.053496527,0.066346875,0.044319219,0.043309982,0.24917938
1839,0.12197515,0.04799039,-0.02142428,-0.05393144,0.04472125,0.17994422,0.0442259,0.36350119
1840,0.12197515,0.04875957,-0.022094785,-0.054529817,0.0242725,0.17994422,0.045178062,0.3435049
1841,0.12244727,0.04956908,-0.022756042,-0.055125402,0.003486875,0.17556922,0.046149229,0.31934023
1842,0.12386337,0.05043603,-0.023404631,-0.055718031,-0.011038125,0.18869422,0.047140417,0.31997325
1843,0.12575101,0.05134235,-0.024043926,-0.056308688,-0.018256875,0.16681922,0.048148929,0.29345202
1844,0.12810952,0.05223923,-0.02467044,-0.056897213,-0.013068125,0.15369422,0.049170698,0.28857789
1845,0.13140969,0.05307263,-0.025996982,-0.05797891,0.003745,0.18431922,0.050263502,0.33883415
1846,0.13470811,0.05381898,-0.026835965,-0.058729548,0.022365,0.21494422,0.051320183,0.39159098
1847,0.13753359,0.05450612,-0.027420182,-0.059313583,0.04412625,0.22806922,0.052357365,0.42985878
1848,0.14082795,0.05516657,-0.028229648,-0.060062069,0.065358125,0.23244422,0.053412302,0.45891745
1849,0.14412058,0.05580469,-0.02902062,-0.060809361,0.064448125,0.21599422,0.054460406,0.44499804
1850,0.14694109,0.05649661,-0.030375589,-0.062045683,0.046816875,0.19200464,0.055558207,0.40539615
1851,0.14976013,0.05747303,-0.031085382,-0.062437796,0.035013125,0.19303276,0.056869253,0.39862512
1852,0.15210829,0.05866701,-0.031923017,-0.066780189,0.0234325,0.20879734,0.056218976,0.40052091
1853,0.15445521,0.0598601,-0.032891064,-0.071622823,0.004930625,0.2235338,0.055209452,0.3934753
1854,0.15727029,0.0610523,-0.034768747,-0.073237475,-0.01411375,0.2317588,0.056180022,0.38414144
1855,0.16008389,0.06210314,-0.036594052,-0.074776341,-0.026280625,0.10118693,0.057103288,0.24282623
1856,0.162896,0.06315323,-0.037358285,-0.076057129,-0.02471875,-0.35667141,0.057683834,-0.21107251
1857,0.16570665,0.06434304,-0.037959287,-0.077760223,-0.00660625,-0.61027557,0.05806135,-0.44449029
1858,0.16898372,0.06553198,-0.037743392,-0.078827581,0.0245875,-0.29772557,0.058357002,-0.096836341
1859,0.17225908,0.06672003,-0.038296194,-0.080499021,0.054998125,0.028190052,0.058736968,0.26210904
1860,0.17506481,0.06790722,-0.040746039,-0.086892903,0.065550625,0.15053693,0.059288837,0.39070948
1861,0.17786907,0.06909353,-0.043813919,-0.096801557,0.05229875,0.13957026,0.059574356,0.35779049
1862,0.18020493,0.07027898,-0.044278225,-0.095798545,0.030695,0.05526401,0.06174825,0.2581144
1863,0.18253957,0.07146355,-0.044344884,-0.091858275,0.01407,0.06760151,0.064432919,0.26390439
1864,0.18533992,0.07264725,-0.045813422,-0.093196775,0.0009975,0.15087964,0.065379827,0.33623394
1865,0.18767253,0.07396922,-0.047459732,-0.095908627,-0.012429375,0.19851609,0.066403944,0.37076405
1866,0.1895378,0.0752902,-0.049152494,-0.10284486,-0.0242375,0.21907859,0.067373064,0.3750448
1867,0.19140242,0.07647106,-0.050998163,-0.11011075,-0.024600625,0.22901714,0.068358658,0.37953974
1868,0.19373219,0.07765105,-0.052157318,-0.11236826,-0.0025725,0.23107339,0.069406468,0.40476502
1869,0.19652669,0.07883019,-0.052479537,-0.11096323,0.03553375,0.22284839,0.070408857,0.44070511
1870,0.19931973,0.08006188,-0.05286365,-0.11099852,0.06412875,0.21873589,0.07148452,0.4698686
1871,0.2025763,0.0812076,-0.056344098,-0.11690623,0.06727,0.2194213,0.071594248,0.46881912
1872,0.20629582,0.08229901,-0.062365425,-0.13132119,0.051760625,0.2070838,0.06902,0.42277264
1873,0.21047702,0.08347458,-0.066540858,-0.14458753,0.0265125,0.19337547,0.067077808,0.36978899
1874,0.21558294,0.08464931,-0.06634168,-0.1485904,-2.1875E-05,0.20125776,0.067198685,0.35373474
1875,0.22114773,0.08587598,-0.065586964,-0.14979211,-0.020846875,0.19406089,0.067602349,0.332461
1876,0.22716948,0.08701708,-0.066558914,-0.14866752,-0.031731875,0.15293589,0.068145329,0.28830947
1877,0.23410923,0.08810499,-0.065808976,-0.1451916,-0.0351575,0.14848068,0.068444706,0.29298153
1878,0.24150205,0.08927741,-0.06440044,-0.14479369,-0.036675625,0.18035255,0.068947155,0.33420941
1879,0.24934541,0.09044939,-0.065545249,-0.14784647,-0.029553125,0.20194318,0.069452864,0.368246
1880,0.25809794,0.09175792,-0.071123292,-0.15504418,-0.00942375,0.21565151,0.070038812,0.39995496
1881,0.26729609,0.09320276,-0.07404124,-0.16054125,0.01064,0.22284839,0.06980048,0.42920523
1882,0.27602009,0.09464664,-0.074124865,-0.16013319,0.0210525,0.11112547,0.071233605,0.33982025
1883,0.28427149,0.09608949,-0.07622334,-0.16076488,0.02190125,-0.80253495,0.07372768,-0.56353326
1884,0.29251018,0.09739496,-0.076438974,-0.16319168,0.010583125,-1.5373016,0.074668589,-1.3017754
1885,0.29982345,0.0985634,-0.074481826,-0.16381335,-0.010530625,-0.94407349,0.075573601,-0.71893884
1886,0.30575788,0.09986768,-0.073133201,-0.16461651,-0.0316925,-0.44851724,0.076525311,-0.23580858
1887,0.31077419,0.10122271,-0.073754913,-0.1675319,-0.044279375,-0.32137245,0.077726558,-0.11721518
1888,0.31487495,0.10249213,-0.078237394,-0.17325896,-0.0505225,-0.21102036,0.079073198,-0.016598936
1889,0.31851727,0.10384549,-0.080006981,-0.17685094,-0.0530425,-0.27750578,0.080533871,-0.08450957
1890,0.32170241,0.10528284,-0.080852025,-0.17969355,-0.04025875,-0.3316537,0.081986905,-0.12348587
1891,0.32443091,0.10685466,-0.084851577,-0.18380091,-0.01243375,-0.2617412,0.083373577,-0.02816829
1892,0.32715801,0.1085606,-0.086927081,-0.1874044,0.01336125,-0.087645365,0.084351756,0.17145477
1893,0.32942964,0.11004559,-0.087720163,-0.19090432,0.034181875,0.060061927,0.085272681,0.34036723
1894,0.33124617,0.11131004,-0.087980233,-0.19511679,0.04360125,0.16938589,0.086100383,0.45854671
1895,0.33306208,0.11270838,-0.088638152,-0.20056262,0.02968,0.1618463,0.086870182,0.43496617
1896,0.33487737,0.1142403,-0.088615369,-0.20504816,0.0023975,0.016537969,0.08851942,0.26290903
1897,0.33714553,0.11572158,-0.08726204,-0.20907478,-0.01924125,-0.064683906,0.090560926,0.16316606
1898,0.34077243,0.11720182,-0.08583238,-0.21412665,-0.029859375,0.037785885,0.0927576,0.25869933
1899,0.34575562,0.11873056,-0.08578526,-0.21942176,-0.036728125,0.15053693,0.094902375,0.36799034
1900,0.35118677,0.12048167,-0.086680533,-0.22408985,-0.045101875,0.20194318,0.097018448,0.41475781
1901,0.35706406,0.12271612,-0.085594534,-0.23146431,-0.05291125,0.19166193,0.097018154,0.39849017
1902,0.36338651,0.12520844,-0.085732068,-0.2378063,-0.046388125,-0.25694328,0.096604597,-0.041670226
1903,0.36970149,0.12782821,-0.088861387,-0.24261312,-0.01581125,-0.65105786,0.097444787,-0.40336913
1904,0.37645901,0.13057484,-0.090906547,-0.24821987,0.00875,-0.3563287,0.097969922,-0.081701345
1905,0.38410722,0.13331526,-0.092681936,-0.25317827,0.012630625,0.002144219,0.098742102,0.28507922
1906,0.39219378,0.13605041,-0.094408059,-0.26029539,0.016485,0.1001588,0.099531459,0.389716
1907,0.3998202,0.13887031,-0.096580376,-0.26752436,0.017793125,0.076169219,0.100951692,0.36949981
1908,0.4069878,0.14190497,-0.096331318,-0.27087311,0.013584375,0.087821302,0.103548731,0.38664275
1909,0.41414581,0.14506366,-0.095365952,-0.27230976,0.000923125,0.15396401,0.106159077,0.45257997
1910,0.42129426,0.14808479,-0.097318513,-0.27570906,-0.019236875,0.18892026,0.108032588,0.47406745
1911,0.42798755,0.15096905,-0.098711063,-0.27742922,-0.034409375,0.19508901,0.111528538,0.47502449
1912,0.43422682,0.15406256,-0.099690011,-0.27716656,-0.04139625,-0.048576615,0.116412506,0.23787245
1913,0.44045882,0.15742306,-0.10175676,-0.27812133,-0.03905125,-0.15652974,0.1204694,0.1428922
1914,0.44623943,0.16083056,-0.10302513,-0.27584581,-0.019149375,0.055606719,0.123269756,0.38792615
1915,0.45156962,0.16429017,-0.104047,-0.27131132,0.0196175,0.15944734,0.12528034,0.54484665
1916,0.45733777,0.16780522,-0.10695925,-0.27109384,0.0578375,0.18754943,0.1269893,0.61946613
1917,0.46354294,0.17141349,-0.10929186,-0.27366206,0.0783825,0.19611714,0.12857783,0.65507998
1918,0.46929869,0.17524964,-0.11106971,-0.2743875,0.071505,0.20194318,0.13001051,0.66254981
1919,0.47460598,0.17912698,-0.11051029,-0.27126198,0.0426475,0.1947463,0.13127117,0.64062566
1920,0.48034937,0.18286803,-0.1097669,-0.27252329,0.013803125,0.11078276,0.133094635,0.53860773
1921,0.48696871,0.18655793,-0.10571212,-0.27599129,-0.00765625,0.095703594,0.134037766,0.51390834
1922,0.49358042,0.19028114,-0.10305381,-0.27637098,-0.02118375,0.18103797,0.13488305,0.59917404
1923,0.49974374,0.19403945,-0.11007811,-0.28073625,-0.022185625,0.20228589,0.135772405,0.6188415
1924,0.50677828,0.19779207,-0.1144135,-0.28547754,-0.009104375,0.18926297,0.136767625,0.62160553
1925,0.51468174,0.2015367,-0.11438889,-0.28766395,0.01456,0.18926297,0.13891195,0.65690052
1926,0.52213573,0.20536218,-0.11533456,-0.28933279,0.04036375,0.19714526,0.14090574,0.70124531
1927,0.52957874,0.20918465,-0.11660302,-0.29314981,0.0554925,0.19508901,0.14165905,0.72125112
1928,0.53788518,0.21283052,-0.11856454,-0.29651189,0.051016875,0.14573901,0.142233515,0.67462867
1929,0.54617941,0.2163449,-0.1215376,-0.29820027,0.0412825,0.096046302,0.143897648,0.62401289
1930,0.55402496,0.21972929,-0.12319811,-0.29791535,0.032589375,0.12174943,0.145539345,0.65251894
1931,0.56229357,0.22302895,-0.12149143,-0.29481292,0.016454375,0.14642443,0.146631525,0.6785285
1932,0.5705501,0.22640626,-0.11922538,-0.2918526,-0.00354375,0.11489526,0.14792043,0.64515032
1933,0.57792673,0.22985789,-0.11907929,-0.29160694,-0.013908125,0.12380568,0.149850175,0.65684612
1934,0.5848599,0.23320109,-0.1209596,-0.29428458,6.5625E-05,0.16218901,0.151992235,0.71706368
1935,0.59178409,0.2364361,-0.12268848,-0.29673478,0.0409325,0.16938589,0.15418166,0.77329698
1936,0.59783591,0.23966811,-0.12391449,-0.30014365,0.081598125,0.18069526,0.155811945,0.83155121
1937,0.60215445,0.2428137,-0.12434526,-0.30350316,0.09006375,0.17932443,0.1585422,0.84505011
1938,0.60517523,0.24587625,-0.11957922,-0.30456793,0.0808325,0.16321714,0.16265203,0.833606
1939,0.60733189,0.248943,-0.11641002,-0.30560317,0.073845625,0.16390255,0.165502285,0.83751216
1940,0.60862547,0.25213499,-0.11984021,-0.30806833,0.064194375,0.18377964,0.167557885,0.84838382
1941,0.60862547,0.25554226,-0.12276253,-0.31246029,0.050019375,0.19303276,0.168655865,0.84065291
1942,0.60733189,0.25892918,-0.12411134,-0.31700903,0.030625,0.17144214,0.16917101,0.79637885
1943,0.60560671,0.26220864,-0.12587675,-0.32037341,0.013610625,0.16630151,0.171433165,0.77291049
1944,0.6043125,0.26570209,-0.12928125,-0.32349796,0.021004375,0.18926297,0.173995175,0.8014979
1945,0.60388103,0.26941573,-0.13513816,-0.32306653,0.049966875,0.19988693,0.175178995,0.84012487
1946,0.6043125,0.273294,-0.13944985,-0.32610154,0.080705625,0.2070838,0.174503245,0.87434778
1947,0.60560671,0.27751544,-0.1436876,-0.3348313,0.11165437,0.1988588,0.1743533,0.88946972
1948,0.60776302,0.28201064,-0.15143853,-0.34153034,0.12945625,0.19680255,0.17580173,0.89886532
1949,0.6107804,0.28674226,-0.15690128,-0.34592498,0.11637937,0.18926297,0.17818207,0.87852081
1950,0.61508782,0.29175313,-0.1612557,-0.35283047,0.0807275,0.18686401,0.18129267,0.84163896
1951,0.62111239,0.29696911,-0.1590474,-0.37224317,0.049030625,0.1906338,0.174895635,0.80135099
1952,0.62798987,0.30255457,-0.15581274,-0.39115762,0.031810625,0.18446505,0.166460205,0.76630996
1953,0.63528723,0.30858029,-0.16243106,-0.39861207,0.02046625,0.17555464,0.16725848,0.74610376
1954,0.64385931,0.31473264,-0.16998176,-0.405595,0.022115625,0.18069526,0.168978995,0.75480507
1955,0.65370065,0.32113183,-0.17495569,-0.41536117,0.057264375,0.2029713,0.170624965,0.81537626
1956,0.66395102,0.32799691,-0.17987025,-0.42595517,0.12487125,0.2153088,0.172796,0.89909856
1957,0.67460724,0.33518916,-0.18697933,-0.43487697,0.17792687,0.22559005,0.17534266,0.96679968
1958,0.68520067,0.34268013,-0.192885,-0.44240634,0.17952812,0.23073068,0.17960008,0.98244834
1959,0.69628068,0.35054912,-0.19820269,-0.44731785,0.15146687,0.22696089,0.18909557,0.96883259
1960,0.7093687,0.3588091,-0.20427103,-0.4515705,0.11563562,0.15190776,0.20032386,0.88020351
1961,0.72293323,0.36744837,-0.21074969,-0.46160698,0.072270625,0.060747344,0.200523731,0.75156663
1962,0.73507442,0.37654998,-0.21892418,-0.47184075,0.039375,-0.013963073,0.198879743,0.64515114
1963,0.74521338,0.38629282,-0.22677067,-0.47855849,0.02737,-0.49546828,0.20397454,0.1620533
1964,0.75407365,0.39687085,-0.23353841,-0.48608016,0.02680125,-0.85325578,0.20945666,-0.18567194
1965,0.76618156,0.40827014,-0.23909148,-0.49386494,0.03808875,-0.53248078,0.21557183,0.16267508
1966,0.7828982,0.4202703,-0.244194,-0.501547,0.06435625,-0.15001828,0.22157881,0.59334428
1967,0.79886038,0.43287302,-0.25239728,-0.50819842,0.09177875,-0.021502656,0.227341676,0.76875547
1968,0.81597004,0.44635066,-0.26083496,-0.51433744,0.10839937,-0.22027349,0.23392449,0.60919867
1969,0.83695475,0.46086195,-0.26443433,-0.52114886,0.1176525,-0.29635474,0.24178605,0.57531732
1970,0.85481939,0.47625741,-0.2619395,-0.52760458,0.10840375,-0.055430781,0.252896351,0.84740204
1971,0.86912845,0.49233715,-0.26283081,-0.53173589,0.087416875,0.11420984,0.268494485,1.0370201
1972,0.89018132,0.50922498,-0.27495228,-0.53476265,0.072148125,0.15327859,0.282321315,1.0974394
1973,0.91528331,0.52712569,-0.28770065,-0.54035107,0.05096,0.10632755,0.29080397,1.0624488
1974,0.93260715,0.54610485,-0.29904331,-0.54642366,0.0251475,-0.040694323,0.297672303,0.91537051
1975,0.94626302,0.56604558,-0.31246243,-0.55108384,0.0099925,-0.14110786,0.30412276,0.82176973
1976,0.96504571,0.58635079,-0.32293575,-0.55917295,0.0194775,-0.017390156,0.306319106,0.97769425
1977,0.9895882,0.6067464,-0.33146957,-0.56834634,0.0600775,0.13408693,0.30814578,1.1988289
1978,1.0148272,0.6271609,-0.33928538,-0.57391095,0.12268812,0.10906922,0.31528459,1.2758337
1979,1.0415665,0.6475189,-0.34168275,-0.58217772,0.17410312,0.093990052,0.322872398,1.3561905
1980,1.0706749,0.6673124,-0.35217728,-0.58925716,0.19308187,0.14813797,0.3282913,1.466064
1981,1.0922769,0.6879383,-0.36570447,-0.59571145,0.17986937,0.079596302,0.329496448,1.4077614
1982,1.1090268,0.7090557,-0.36903798,-0.60820702,0.14232312,-0.59142661,0.3230422,0.71477621
1983,1.131041,0.7289172,-0.37385145,-0.61895895,0.09982,-0.87621724,0.31801583,0.40876639
1984,1.1557767,0.7480442,-0.37904842,-0.62689706,0.0546175,-0.32000161,0.3193859,0.95187721
1985,1.1790812,0.766979,-0.38170661,-0.63466854,0.02268,-0.023216198,0.322174548,1.2513234
1986,1.2025127,0.7850643,-0.38482657,-0.64184337,0.021625625,0.035044219,0.324788396,1.3423653
1987,1.23094,0.803085,-0.39004572,-0.64832214,0.047569375,0.065887969,0.326168716,1.4352832
1988,1.2629696,0.8236521,-0.39477974,-0.65392967,0.1045625,0.10598484,0.32762777,1.5760874
1989,1.289621,0.8452713,-0.39731967,-0.65867174,0.16269312,0.12928901,0.32973178,1.7006148
1990,1.3103479,0.864246,-0.39876502,-0.66220867,0.17444,0.12654734,0.33102805,1.7456356
1991,1.3279065,0.8809743,-0.39684054,-0.66700402,0.15460375,-0.81487245,0.32197318,0.80674072
1992,1.3409723,0.8949711,-0.39602295,-0.67157527,0.12536562,-1.4197527,0.30920906,0.18316716
1993,1.354375,0.9053237,-0.39535756,-0.67235419,0.08502375,-0.68190161,0.30202841,0.8971375
1994,1.3745818,0.914042,-0.39218229,-0.67150917,0.04853625,-0.13151203,0.29484444,1.436801
1995,1.400075,0.9219104,-0.38560364,-0.67159422,0.02604875,0.058691094,0.291684416,1.6412118
1996,1.4241974,0.9290394,-0.37798251,-0.6732308,0.019718125,0.12380568,0.292330405,1.7378777
1997,1.4491927,0.9359876,-0.38198734,-0.67586123,0.04291875,0.15327859,0.29213773,1.8156668
1998,1.4810336,0.9434778,-0.39451503,-0.6783763,0.09258375,0.18754943,0.29246005,1.9242133
1999,1.5106359,0.9502339,-0.40425484,-0.68114167,0.14625187,0.21633693,0.29515981,2.0332219
2000,1.5327048,0.9548618,-0.41278407,-0.68608614,0.18119062,0.22867443,0.29762896,2.0961904
2001,1.5559009,0.9587726,-0.41758063,-0.69071311,0.19056187,0.23244422,0.29859505,2.1279809
2002,1.5854995,0.9638465,-0.41749013,-0.69330311,0.17415125,0.23244422,0.30021127,2.1453595
2003,1.6175545,0.9690029,-0.41820944,-0.695994,0.13018687,0.23244422,0.30291355,2.1378986
2004,1.6467939,0.972858,-0.41940487,-0.69866749,0.086078125,0.23244422,0.305716015,2.1258179
2005,1.675125,0.9761909,-0.42002688,-0.70043266,0.059268125,0.18401834,0.307690275,2.0818331
2006,1.7035227,0.979865,-0.41993503,-0.70040009,0.043176875,0.06779623,0.308835315,1.982861
2007,1.7308597,0.9838607,-0.41966832,-0.69946049,0.032265625,0,0.309077585,1.9369348
2008,1.7590634,0.9881962,-0.41935505,-0.69850541,0.025655,0,0.30885216,1.9639063
2009,1.7886708,0.9926917,-0.41902445,-0.69754328,0.07252875,0,0.30894828,2.0462718
2010,1.818151,0.9972453,-0.41763601,-0.69626491,0.14625187,0,0.30906285,2.1568101
2011,1.846895,1.0018881,-0.41413186,-0.69435208,0.18119062,0,0.30883982,2.2303296
2012,1.8752016,1.0063484,-0.40956985,-0.692115,0.19056187,0,0.30877388,2.2792009
2013,1.9031295,1.0103817,-0.40500785,-0.68986723,0.17415125,0,0.30870793,2.3014953
2014,1.9307873,1.0140262,-0.40044584,-0.68760866,0.13018687,0,0.30830713,2.295253
2015,1.9582157,1.0173217,-0.39588384,-0.68533917,0.086078125,0,0.307813585,2.2882061
2016,1.9853618,1.0202781,-0.39132183,-0.68305865,0.059268125,0,0.307270555,2.2977981
2017,2.0121411,1.0229149,-0.38675983,-0.68076697,0.043176875,0,0.306693625,2.3173997
2018,2.0385295,1.0252597,-0.38219782,-0.67846402,0.032265625,0,0.306086115,2.3414791
2019,2.0645495,1.0273159,-0.37763582,-0.67614966,0.025655,0,0.30589818,2.3696331
2020,2.0902311,1.0290893,-0.37241204,-0.67372443,0.07252875,0,0.30584812,2.4515608
2021,2.1155032,1.0305521,-0.3658647,-0.67108747,0.14625187,0,0.3054811,2.5608361
2022,2.140449,1.0319004,-0.35865558,-0.6683361,0.18119062,0,0.30526396,2.6318123
2023,2.165331,1.0333688,-0.35144647,-0.66556899,0.19056187,0,0.30529719,2.6775434
2024,2.1902651,1.0349681,-0.34423735,-0.66278593,0.17415125,0,0.30550193,2.6978631
2025,2.2152748,1.0367072,-0.33702823,-0.65998673,0.13018687,0,0.30588139,2.6910353
2026,2.2403463,1.0385984,-0.32981912,-0.65717116,0.086078125,0,0.306423155,2.6844557
