# MAGICC6 RCP4.5,,,,,,,
#Atmospheric CO2,,,,,,,
year,value,vtag,units,ctag,type,Scenario,model
1820,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1821,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1822,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1823,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1824,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1825,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1826,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1827,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1828,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1829,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1830,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1831,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1832,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1833,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1834,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1835,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1836,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1837,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1838,2.83E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1839,2.83E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1840,2.83E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1841,2.83E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1842,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1843,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1844,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1845,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1846,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1847,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1848,2.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1849,2.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1850,2.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1851,2.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1852,2.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1853,2.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1854,2.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1855,2.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1856,2.86E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1857,2.86E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1858,2.86E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1859,2.86E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1860,2.86E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1861,2.86E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1862,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1863,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1864,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1865,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1866,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1867,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1868,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1869,2.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1870,2.88E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1871,2.88E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1872,2.88E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1873,2.88E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1874,2.88E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1875,2.89E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1876,2.89E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1877,2.89E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1878,2.90E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1879,2.90E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1880,2.91E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1881,2.91E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1882,2.92E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1883,2.92E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1884,2.93E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1885,2.93E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1886,2.93E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1887,2.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1888,2.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1889,2.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1890,2.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1891,2.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1892,2.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1893,2.95E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1894,2.95E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1895,2.95E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1896,2.95E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1897,2.95E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1898,2.95E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1899,2.96E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1900,2.96E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1901,2.96E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1902,2.96E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1903,2.97E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1904,2.97E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1905,2.98E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1906,2.98E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1907,2.99E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1908,2.99E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1909,2.99E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1910,3.00E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1911,3.00E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1912,3.00E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1913,3.01E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1914,3.01E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1915,3.01E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1916,3.02E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1917,3.02E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1918,3.02E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1919,3.03E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1920,3.03E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1921,3.03E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1922,3.04E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1923,3.04E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1924,3.05E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1925,3.05E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1926,3.05E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1927,3.06E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1928,3.06E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1929,3.07E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1930,3.07E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1931,3.08E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1932,3.08E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1933,3.09E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1934,3.09E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1935,3.09E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1936,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1937,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1938,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1939,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1940,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1941,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1942,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1943,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1944,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1945,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1946,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1947,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1948,3.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1949,3.11E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1950,3.11E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1951,3.11E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1952,3.12E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1953,3.12E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1954,3.12E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1955,3.13E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1956,3.14E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1957,3.14E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1958,3.15E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1959,3.16E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1960,3.16E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1961,3.17E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1962,3.18E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1963,3.18E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1964,3.19E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1965,3.20E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1966,3.21E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1967,3.22E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1968,3.23E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1969,3.24E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1970,3.25E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1971,3.26E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1972,3.27E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1973,3.29E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1974,3.30E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1975,3.31E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1976,3.32E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1977,3.33E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1978,3.35E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1979,3.37E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1980,3.38E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1981,3.40E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1982,3.41E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1983,3.42E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1984,3.44E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1985,3.45E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1986,3.47E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1987,3.49E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1988,3.51E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1989,3.52E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1990,3.54E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1991,3.55E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1992,3.56E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1993,3.57E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1994,3.58E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1995,3.60E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1996,3.61E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1997,3.63E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1998,3.65E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
1999,3.67E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2000,3.69E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2001,3.70E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2002,3.73E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2003,3.75E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2004,3.77E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2005,3.79E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2006,3.81E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2007,3.83E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2008,3.85E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2009,3.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2010,3.89E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2011,3.91E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2012,3.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2013,3.96E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2014,3.98E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2015,4.00E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2016,4.02E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2017,4.05E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2018,4.07E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2019,4.09E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2020,4.12E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2021,4.14E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2022,4.16E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2023,4.19E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2024,4.21E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2025,4.24E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2026,4.26E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2027,4.29E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2028,4.31E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2029,4.34E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2030,4.36E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2031,4.39E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2032,4.42E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2033,4.44E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2034,4.47E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2035,4.50E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2036,4.52E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2037,4.55E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2038,4.57E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2039,4.60E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2040,4.63E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2041,4.66E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2042,4.68E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2043,4.71E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2044,4.74E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2045,4.76E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2046,4.79E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2047,4.81E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2048,4.84E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2049,4.87E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2050,4.89E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2051,4.92E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2052,4.94E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2053,4.97E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2054,4.99E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2055,5.01E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2056,5.04E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2057,5.06E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2058,5.08E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
2059,5.10E+02,atmos_co2,ppmv,carbon_cycle,Simulated,rcp45,MAGICC6
