# Output from hector version 2.0
year,run_name,spinup,component,variable,value,units
1,rcp26,1,ocean,pH_HL,0,(undefined)
1,rcp26,1,ocean,pH_LL,0,(undefined)
1,rcp26,1,ocean,Temp_HL,2,degC
1,rcp26,1,ocean,Temp_LL,22,degC
1,rcp26,1,ocean,ocean_c,35310,Pg C
1,rcp26,1,ocean,CO3_HL,0,(undefined)
1,rcp26,1,ocean,CO3_LL,0,(undefined)
1,rcp26,1,ocean,ocean_timesteps,1,(unitless)
1,rcp26,1,simpleNbox,atm_land_flux,0.07635,Pg C/yr
1,rcp26,1,simpleNbox,npp,50,Pg C/yr
1,rcp26,1,simpleNbox,rh,49.9236,Pg C/yr
1,rcp26,1,simpleNbox,Ca,276.09,ppmv CO2
1,rcp26,1,simpleNbox,atmos_c,587.461,Pg C
1,rcp26,1,simpleNbox,atmos_c_residual,0,Pg C
1,rcp26,1,simpleNbox,veg_c,548.25,Pg C
1,rcp26,1,simpleNbox,detritus_c,57.115,Pg C
1,rcp26,1,simpleNbox,soil_c,1782.24,Pg C
1,rcp26,1,simpleNbox,earth_c,0,Pg C
1,rcp26,1,temperature,Tgav,0,degC
1,rcp26,1,temperature,flux_mixed,0,W/m2
1,rcp26,1,temperature,flux_interior,0,W/m2
1,rcp26,1,temperature,heatflux,0,W/m2
2,rcp26,1,OH,TAU_OH,6.6,Years
2,rcp26,1,CH4,CH4,653,ppbv CH4
2,rcp26,1,ozone,O3,30,DU O3
2,rcp26,1,N2O,N2O,272.96,ppbv N2O
2,rcp26,1,CF4_halocarbon,hc_concentration,35,pptv
2,rcp26,1,C2F6_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC23_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC32_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC4310_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC125_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC134a_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC143a_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC227ea_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HFC245fa_halocarbon,hc_concentration,0,pptv
2,rcp26,1,SF6_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CFC11_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CFC12_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CFC113_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CFC114_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CFC115_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CCl4_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HCF22_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HCF141b_halocarbon,hc_concentration,0,pptv
2,rcp26,1,HCF142b_halocarbon,hc_concentration,0,pptv
2,rcp26,1,halon1211_halocarbon,hc_concentration,0,pptv
2,rcp26,1,halon1301_halocarbon,hc_concentration,0,pptv
2,rcp26,1,halon2402_halocarbon,hc_concentration,0,pptv
2,rcp26,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
2,rcp26,1,CH3Cl_halocarbon,hc_concentration,504,pptv
2,rcp26,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
2,rcp26,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
2,rcp26,1,ocean,carbon_DO,25998.4,Pg C
2,rcp26,1,ocean,carbon_HL,138.535,Pg C
2,rcp26,1,ocean,carbon_IO,8401.05,Pg C
2,rcp26,1,ocean,carbon_LL,772.067,Pg C
2,rcp26,1,ocean,DIC_HL,2079.94,umol/kg
2,rcp26,1,ocean,DIC_LL,2045.6,umol/kg
2,rcp26,1,ocean,HL_DO_Cflux,98.9974,Pg C/yr
2,rcp26,1,ocean,atm_ocean_flux,0,Pg C/yr
2,rcp26,1,ocean,OmegaAr_HL,0,(undefined)
2,rcp26,1,ocean,OmegaAr_LL,0,(undefined)
2,rcp26,1,ocean,OmegaCa_HL,0,(undefined)
2,rcp26,1,ocean,OmegaCa_LL,0,(undefined)
2,rcp26,1,ocean,PCO2_HL,0,(undefined)
2,rcp26,1,ocean,PCO2_LL,0,(undefined)
2,rcp26,1,ocean,pH_HL,0,(undefined)
2,rcp26,1,ocean,pH_LL,0,(undefined)
2,rcp26,1,ocean,Temp_HL,2,degC
2,rcp26,1,ocean,Temp_LL,22,degC
2,rcp26,1,ocean,ocean_c,35310,Pg C
2,rcp26,1,ocean,CO3_HL,0,(undefined)
2,rcp26,1,ocean,CO3_LL,0,(undefined)
2,rcp26,1,ocean,ocean_timesteps,1,(unitless)
2,rcp26,1,simpleNbox,atm_land_flux,-0.0181137,Pg C/yr
2,rcp26,1,simpleNbox,npp,50,Pg C/yr
2,rcp26,1,simpleNbox,rh,50.0181,Pg C/yr
2,rcp26,1,simpleNbox,Ca,275.803,ppmv CO2
2,rcp26,1,simpleNbox,atmos_c,587.385,Pg C
2,rcp26,1,simpleNbox,atmos_c_residual,0,Pg C
2,rcp26,1,simpleNbox,veg_c,546.561,Pg C
2,rcp26,1,simpleNbox,detritus_c,57.3722,Pg C
2,rcp26,1,simpleNbox,soil_c,1783.75,Pg C
2,rcp26,1,simpleNbox,earth_c,0,Pg C
2,rcp26,1,temperature,Tgav,0,degC
2,rcp26,1,temperature,flux_mixed,0,W/m2
2,rcp26,1,temperature,flux_interior,0,W/m2
2,rcp26,1,temperature,heatflux,0,W/m2
3,rcp26,1,OH,TAU_OH,6.6,Years
3,rcp26,1,CH4,CH4,653,ppbv CH4
3,rcp26,1,ozone,O3,30,DU O3
3,rcp26,1,N2O,N2O,272.96,ppbv N2O
3,rcp26,1,CF4_halocarbon,hc_concentration,35,pptv
3,rcp26,1,C2F6_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC23_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC32_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC4310_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC125_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC134a_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC143a_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC227ea_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HFC245fa_halocarbon,hc_concentration,0,pptv
3,rcp26,1,SF6_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CFC11_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CFC12_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CFC113_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CFC114_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CFC115_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CCl4_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HCF22_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HCF141b_halocarbon,hc_concentration,0,pptv
3,rcp26,1,HCF142b_halocarbon,hc_concentration,0,pptv
3,rcp26,1,halon1211_halocarbon,hc_concentration,0,pptv
3,rcp26,1,halon1301_halocarbon,hc_concentration,0,pptv
3,rcp26,1,halon2402_halocarbon,hc_concentration,0,pptv
3,rcp26,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
3,rcp26,1,CH3Cl_halocarbon,hc_concentration,504,pptv
3,rcp26,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
3,rcp26,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
3,rcp26,1,ocean,carbon_DO,25997,Pg C
3,rcp26,1,ocean,carbon_HL,138.4,Pg C
3,rcp26,1,ocean,carbon_IO,8401.56,Pg C
3,rcp26,1,ocean,carbon_LL,773.014,Pg C
3,rcp26,1,ocean,DIC_HL,2077.91,umol/kg
3,rcp26,1,ocean,DIC_LL,2048.11,umol/kg
3,rcp26,1,ocean,HL_DO_Cflux,98.4793,Pg C/yr
3,rcp26,1,ocean,atm_ocean_flux,0,Pg C/yr
3,rcp26,1,ocean,OmegaAr_HL,0,(undefined)
3,rcp26,1,ocean,OmegaAr_LL,0,(undefined)
3,rcp26,1,ocean,OmegaCa_HL,0,(undefined)
3,rcp26,1,ocean,OmegaCa_LL,0,(undefined)
3,rcp26,1,ocean,PCO2_HL,0,(undefined)
3,rcp26,1,ocean,PCO2_LL,0,(undefined)
3,rcp26,1,ocean,pH_HL,0,(undefined)
3,rcp26,1,ocean,pH_LL,0,(undefined)
3,rcp26,1,ocean,Temp_HL,2,degC
3,rcp26,1,ocean,Temp_LL,22,degC
3,rcp26,1,ocean,ocean_c,35310,Pg C
3,rcp26,1,ocean,CO3_HL,0,(undefined)
3,rcp26,1,ocean,CO3_LL,0,(undefined)
3,rcp26,1,ocean,ocean_timesteps,1,(unitless)
3,rcp26,1,simpleNbox,atm_land_flux,-0.0458961,Pg C/yr
3,rcp26,1,simpleNbox,npp,50,Pg C/yr
3,rcp26,1,simpleNbox,rh,50.0459,Pg C/yr
3,rcp26,1,simpleNbox,Ca,275.767,ppmv CO2
3,rcp26,1,simpleNbox,atmos_c,587.403,Pg C
3,rcp26,1,simpleNbox,atmos_c_residual,0,Pg C
3,rcp26,1,simpleNbox,veg_c,544.932,Pg C
3,rcp26,1,simpleNbox,detritus_c,57.3529,Pg C
3,rcp26,1,simpleNbox,soil_c,1785.38,Pg C
3,rcp26,1,simpleNbox,earth_c,0,Pg C
3,rcp26,1,temperature,Tgav,0,degC
3,rcp26,1,temperature,flux_mixed,0,W/m2
3,rcp26,1,temperature,flux_interior,0,W/m2
3,rcp26,1,temperature,heatflux,0,W/m2
4,rcp26,1,OH,TAU_OH,6.6,Years
4,rcp26,1,CH4,CH4,653,ppbv CH4
4,rcp26,1,ozone,O3,30,DU O3
4,rcp26,1,N2O,N2O,272.96,ppbv N2O
4,rcp26,1,CF4_halocarbon,hc_concentration,35,pptv
4,rcp26,1,C2F6_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC23_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC32_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC4310_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC125_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC134a_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC143a_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC227ea_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HFC245fa_halocarbon,hc_concentration,0,pptv
4,rcp26,1,SF6_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CFC11_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CFC12_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CFC113_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CFC114_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CFC115_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CCl4_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HCF22_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HCF141b_halocarbon,hc_concentration,0,pptv
4,rcp26,1,HCF142b_halocarbon,hc_concentration,0,pptv
4,rcp26,1,halon1211_halocarbon,hc_concentration,0,pptv
4,rcp26,1,halon1301_halocarbon,hc_concentration,0,pptv
4,rcp26,1,halon2402_halocarbon,hc_concentration,0,pptv
4,rcp26,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
4,rcp26,1,CH3Cl_halocarbon,hc_concentration,504,pptv
4,rcp26,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
4,rcp26,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
4,rcp26,1,ocean,carbon_DO,25995.2,Pg C
4,rcp26,1,ocean,carbon_HL,138.861,Pg C
4,rcp26,1,ocean,carbon_IO,8402.06,Pg C
4,rcp26,1,ocean,carbon_LL,773.876,Pg C
4,rcp26,1,ocean,DIC_HL,2084.85,umol/kg
4,rcp26,1,ocean,DIC_LL,2050.39,umol/kg
4,rcp26,1,ocean,HL_DO_Cflux,97.9613,Pg C/yr
4,rcp26,1,ocean,atm_ocean_flux,0,Pg C/yr
4,rcp26,1,ocean,OmegaAr_HL,0,(undefined)
4,rcp26,1,ocean,OmegaAr_LL,0,(undefined)
4,rcp26,1,ocean,OmegaCa_HL,0,(undefined)
4,rcp26,1,ocean,OmegaCa_LL,0,(undefined)
4,rcp26,1,ocean,PCO2_HL,0,(undefined)
4,rcp26,1,ocean,PCO2_LL,0,(undefined)
4,rcp26,1,ocean,pH_HL,0,(undefined)
4,rcp26,1,ocean,pH_LL,0,(undefined)
4,rcp26,1,ocean,Temp_HL,2,degC
4,rcp26,1,ocean,Temp_LL,22,degC
4,rcp26,1,ocean,ocean_c,35310,Pg C
4,rcp26,1,ocean,CO3_HL,0,(undefined)
4,rcp26,1,ocean,CO3_LL,0,(undefined)
4,rcp26,1,ocean,ocean_timesteps,1,(unitless)
4,rcp26,1,simpleNbox,atm_land_flux,-0.0629068,Pg C/yr
4,rcp26,1,simpleNbox,npp,50,Pg C/yr
4,rcp26,1,simpleNbox,rh,50.0629,Pg C/yr
4,rcp26,1,simpleNbox,Ca,275.776,ppmv CO2
4,rcp26,1,simpleNbox,atmos_c,587.449,Pg C
4,rcp26,1,simpleNbox,atmos_c_residual,0,Pg C
4,rcp26,1,simpleNbox,veg_c,543.359,Pg C
4,rcp26,1,simpleNbox,detritus_c,57.2941,Pg C
4,rcp26,1,simpleNbox,soil_c,1786.97,Pg C
4,rcp26,1,simpleNbox,earth_c,0,Pg C
4,rcp26,1,temperature,Tgav,0,degC
4,rcp26,1,temperature,flux_mixed,0,W/m2
4,rcp26,1,temperature,flux_interior,0,W/m2
4,rcp26,1,temperature,heatflux,0,W/m2
5,rcp26,1,OH,TAU_OH,6.6,Years
5,rcp26,1,CH4,CH4,653,ppbv CH4
5,rcp26,1,ozone,O3,30,DU O3
5,rcp26,1,N2O,N2O,272.96,ppbv N2O
5,rcp26,1,CF4_halocarbon,hc_concentration,35,pptv
5,rcp26,1,C2F6_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC23_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC32_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC4310_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC125_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC134a_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC143a_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC227ea_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HFC245fa_halocarbon,hc_concentration,0,pptv
5,rcp26,1,SF6_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CFC11_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CFC12_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CFC113_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CFC114_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CFC115_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CCl4_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HCF22_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HCF141b_halocarbon,hc_concentration,0,pptv
5,rcp26,1,HCF142b_halocarbon,hc_concentration,0,pptv
5,rcp26,1,halon1211_halocarbon,hc_concentration,0,pptv
5,rcp26,1,halon1301_halocarbon,hc_concentration,0,pptv
5,rcp26,1,halon2402_halocarbon,hc_concentration,0,pptv
5,rcp26,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
5,rcp26,1,CH3Cl_halocarbon,hc_concentration,504,pptv
5,rcp26,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
5,rcp26,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
5,rcp26,1,ocean,carbon_DO,25993.3,Pg C
5,rcp26,1,ocean,carbon_HL,139.492,Pg C
5,rcp26,1,ocean,carbon_IO,8402.54,Pg C
5,rcp26,1,ocean,carbon_LL,774.66,Pg C
5,rcp26,1,ocean,DIC_HL,2094.31,umol/kg
5,rcp26,1,ocean,DIC_LL,2052.47,umol/kg
5,rcp26,1,ocean,HL_DO_Cflux,97.8656,Pg C/yr
5,rcp26,1,ocean,atm_ocean_flux,0,Pg C/yr
5,rcp26,1,ocean,OmegaAr_HL,0,(undefined)
5,rcp26,1,ocean,OmegaAr_LL,0,(undefined)
5,rcp26,1,ocean,OmegaCa_HL,0,(undefined)
5,rcp26,1,ocean,OmegaCa_LL,0,(undefined)
5,rcp26,1,ocean,PCO2_HL,0,(undefined)
5,rcp26,1,ocean,PCO2_LL,0,(undefined)
5,rcp26,1,ocean,pH_HL,0,(undefined)
5,rcp26,1,ocean,pH_LL,0,(undefined)
5,rcp26,1,ocean,Temp_HL,2,degC
5,rcp26,1,ocean,Temp_LL,22,degC
5,rcp26,1,ocean,ocean_c,35310,Pg C
5,rcp26,1,ocean,CO3_HL,0,(undefined)
5,rcp26,1,ocean,CO3_LL,0,(undefined)
5,rcp26,1,ocean,ocean_timesteps,1,(unitless)
5,rcp26,1,simpleNbox,atm_land_flux,-0.0775651,Pg C/yr
5,rcp26,1,simpleNbox,npp,50,Pg C/yr
5,rcp26,1,simpleNbox,rh,50.0776,Pg C/yr
5,rcp26,1,simpleNbox,Ca,275.797,ppmv CO2
5,rcp26,1,simpleNbox,atmos_c,587.512,Pg C
5,rcp26,1,simpleNbox,atmos_c_residual,0,Pg C
5,rcp26,1,simpleNbox,veg_c,541.841,Pg C
5,rcp26,1,simpleNbox,detritus_c,57.2313,Pg C
5,rcp26,1,simpleNbox,soil_c,1788.49,Pg C
5,rcp26,1,simpleNbox,earth_c,0,Pg C
5,rcp26,1,temperature,Tgav,0,degC
5,rcp26,1,temperature,flux_mixed,0,W/m2
5,rcp26,1,temperature,flux_interior,0,W/m2
5,rcp26,1,temperature,heatflux,0,W/m2
6,rcp26,1,OH,TAU_OH,6.6,Years
6,rcp26,1,CH4,CH4,653,ppbv CH4
6,rcp26,1,ozone,O3,30,DU O3
6,rcp26,1,N2O,N2O,272.96,ppbv N2O
6,rcp26,1,CF4_halocarbon,hc_concentration,35,pptv
6,rcp26,1,C2F6_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC23_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC32_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC4310_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC125_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC134a_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC143a_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC227ea_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HFC245fa_halocarbon,hc_concentration,0,pptv
6,rcp26,1,SF6_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CFC11_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CFC12_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CFC113_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CFC114_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CFC115_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CCl4_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HCF22_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HCF141b_halocarbon,hc_concentration,0,pptv
6,rcp26,1,HCF142b_halocarbon,hc_concentration,0,pptv
6,rcp26,1,halon1211_halocarbon,hc_concentration,0,pptv
6,rcp26,1,halon1301_halocarbon,hc_concentration,0,pptv
6,rcp26,1,halon2402_halocarbon,hc_concentration,0,pptv
6,rcp26,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
6,rcp26,1,CH3Cl_halocarbon,hc_concentration,504,pptv
6,rcp26,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
6,rcp26,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
6,rcp26,1,ocean,carbon_DO,25991.8,Pg C
6,rcp26,1,ocean,carbon_HL,139.862,Pg C
6,rcp26,1,ocean,carbon_IO,8403,Pg C
6,rcp26,1,ocean,carbon_LL,775.372,Pg C
6,rcp26,1,ocean,DIC_HL,2099.87,umol/kg
6,rcp26,1,ocean,DIC_LL,2054.35,umol/kg
6,rcp26,1,ocean,HL_DO_Cflux,98.1923,Pg C/yr
6,rcp26,1,ocean,atm_ocean_flux,0,Pg C/yr
6,rcp26,1,ocean,OmegaAr_HL,0,(undefined)
6,rcp26,1,ocean,OmegaAr_LL,0,(undefined)
6,rcp26,1,ocean,OmegaCa_HL,0,(undefined)
6,rcp26,1,ocean,OmegaCa_LL,0,(undefined)
6,rcp26,1,ocean,PCO2_HL,0,(undefined)
6,rcp26,1,ocean,PCO2_LL,0,(undefined)
6,rcp26,1,ocean,pH_HL,0,(undefined)
6,rcp26,1,ocean,pH_LL,0,(undefined)
6,rcp26,1,ocean,Temp_HL,2,degC
6,rcp26,1,ocean,Temp_LL,22,degC
6,rcp26,1,ocean,ocean_c,35310,Pg C
6,rcp26,1,ocean,CO3_HL,0,(undefined)
6,rcp26,1,ocean,CO3_LL,0,(undefined)
6,rcp26,1,ocean,ocean_timesteps,1,(unitless)
6,rcp26,1,simpleNbox,atm_land_flux,-0.0911655,Pg C/yr
6,rcp26,1,simpleNbox,npp,50,Pg C/yr
6,rcp26,1,simpleNbox,rh,50.0912,Pg C/yr
6,rcp26,1,simpleNbox,Ca,275.827,ppmv CO2
6,rcp26,1,simpleNbox,atmos_c,587.589,Pg C
6,rcp26,1,simpleNbox,atmos_c_residual,0,Pg C
6,rcp26,1,simpleNbox,veg_c,540.377,Pg C
6,rcp26,1,simpleNbox,detritus_c,57.1699,Pg C
6,rcp26,1,simpleNbox,soil_c,1789.94,Pg C
6,rcp26,1,simpleNbox,earth_c,0,Pg C
6,rcp26,1,temperature,Tgav,0,degC
6,rcp26,1,temperature,flux_mixed,0,W/m2
6,rcp26,1,temperature,flux_interior,0,W/m2
6,rcp26,1,temperature,heatflux,0,W/m2
7,rcp26,1,OH,TAU_OH,6.6,Years
7,rcp26,1,CH4,CH4,653,ppbv CH4
7,rcp26,1,ozone,O3,30,DU O3
7,rcp26,1,N2O,N2O,272.96,ppbv N2O
7,rcp26,1,CF4_halocarbon,hc_concentration,35,pptv
7,rcp26,1,C2F6_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC23_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC32_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC4310_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC125_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC134a_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC143a_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC227ea_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HFC245fa_halocarbon,hc_concentration,0,pptv
7,rcp26,1,SF6_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CFC11_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CFC12_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CFC113_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CFC114_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CFC115_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CCl4_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CH3CCl3_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HCF22_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HCF141b_halocarbon,hc_concentration,0,pptv
7,rcp26,1,HCF142b_halocarbon,hc_concentration,0,pptv
7,rcp26,1,halon1211_halocarbon,hc_concentration,0,pptv
7,rcp26,1,halon1301_halocarbon,hc_concentration,0,pptv
7,rcp26,1,halon2402_halocarbon,hc_concentration,0,pptv
7,rcp26,1,CH3Br_halocarbon,hc_concentration,5.8,pptv
7,rcp26,1,CH3Cl_halocarbon,hc_concentration,504,pptv
7,rcp26,1,ocean,atm_ocean_flux_HL,1,Pg C/yr
7,rcp26,1,ocean,atm_ocean_flux_LL,-1,Pg C/yr
7,rcp26,1,ocean,carbon_DO,25990.7,Pg C
7,rcp26,1,ocean,carbon_HL,139.847,Pg C
7,rcp26,1,ocean,carbon_IO,8403.43,Pg C
7,rcp26,1,ocean,carbon_LL,776.02,Pg C
7,rcp26,1,ocean,DIC_HL,2099.64,umol/kg
7,rcp26,1,ocean,DIC_LL,2056.07,umol/kg
