year,run_name,spinup,pool_name,pool_value,pool_units,atmos_c,earth_c,not_tracked
38,rcp45,1,earth_c,0,Pg C,0,1,0
39,rcp45,1,atmos_c,588.071,Pg C,0.987232,0,0.0127682
39,rcp45,1,earth_c,0,Pg C,0,1,0
40,rcp45,1,atmos_c,588.071,Pg C,0.986819,0,0.0131809
40,rcp45,1,earth_c,0,Pg C,0,1,0
41,rcp45,1,atmos_c,588.071,Pg C,0.986407,0,0.0135927
41,rcp45,1,earth_c,0,Pg C,0,1,0
42,rcp45,1,atmos_c,588.071,Pg C,0.985997,0,0.0140034
42,rcp45,1,earth_c,0,Pg C,0,1,0
43,rcp45,1,atmos_c,588.071,Pg C,0.985587,0,0.0144127
43,rcp45,1,earth_c,0,Pg C,0,1,0
44,rcp45,1,atmos_c,588.071,Pg C,0.985179,0,0.0148205
44,rcp45,1,earth_c,0,Pg C,0,1,0
45,rcp45,1,atmos_c,588.071,Pg C,0.984774,0,0.0152265
45,rcp45,1,earth_c,0,Pg C,0,1,0
46,rcp45,1,atmos_c,588.071,Pg C,0.984369,0,0.0156305
46,rcp45,1,earth_c,0,Pg C,0,1,0
47,rcp45,1,atmos_c,588.071,Pg C,0.983968,0,0.0160324
47,rcp45,1,earth_c,0,Pg C,0,1,0
48,rcp45,1,atmos_c,588.071,Pg C,0.983568,0,0.0164319
48,rcp45,1,earth_c,0,Pg C,0,1,0
49,rcp45,1,atmos_c,588.071,Pg C,0.983171,0,0.0168289
49,rcp45,1,earth_c,0,Pg C,0,1,0
50,rcp45,1,atmos_c,588.071,Pg C,0.982777,0,0.0172233
50,rcp45,1,earth_c,0,Pg C,0,1,0
51,rcp45,1,atmos_c,588.071,Pg C,0.982385,0,0.0176149
51,rcp45,1,earth_c,0,Pg C,0,1,0
52,rcp45,1,atmos_c,588.071,Pg C,0.981996,0,0.0180036
52,rcp45,1,earth_c,0,Pg C,0,1,0
53,rcp45,1,atmos_c,588.071,Pg C,0.981611,0,0.0183893
53,rcp45,1,earth_c,0,Pg C,0,1,0
54,rcp45,1,atmos_c,588.071,Pg C,0.981228,0,0.0187718
54,rcp45,1,earth_c,0,Pg C,0,1,0
55,rcp45,1,atmos_c,588.071,Pg C,0.980849,0,0.0191511
55,rcp45,1,earth_c,0,Pg C,0,1,0
56,rcp45,1,atmos_c,588.071,Pg C,0.980473,0,0.0195271
56,rcp45,1,earth_c,0,Pg C,0,1,0
57,rcp45,1,atmos_c,588.071,Pg C,0.9801,0,0.0198997
57,rcp45,1,earth_c,0,Pg C,0,1,0
58,rcp45,1,atmos_c,588.071,Pg C,0.979731,0,0.0202687
58,rcp45,1,earth_c,0,Pg C,0,1,0
59,rcp45,1,atmos_c,588.071,Pg C,0.979366,0,0.0206342
59,rcp45,1,earth_c,0,Pg C,0,1,0
60,rcp45,1,atmos_c,588.071,Pg C,0.979004,0,0.0209961
60,rcp45,1,earth_c,0,Pg C,0,1,0
61,rcp45,1,atmos_c,588.071,Pg C,0.978646,0,0.0213543
61,rcp45,1,earth_c,0,Pg C,0,1,0
62,rcp45,1,atmos_c,588.071,Pg C,0.978291,0,0.0217087
62,rcp45,1,earth_c,0,Pg C,0,1,0
63,rcp45,1,atmos_c,588.071,Pg C,0.977941,0,0.0220593
63,rcp45,1,earth_c,0,Pg C,0,1,0
64,rcp45,1,atmos_c,588.071,Pg C,0.977594,0,0.0224061
64,rcp45,1,earth_c,0,Pg C,0,1,0
65,rcp45,1,atmos_c,588.071,Pg C,0.977251,0,0.022749
65,rcp45,1,earth_c,0,Pg C,0,1,0
66,rcp45,1,atmos_c,588.071,Pg C,0.976912,0,0.023088
66,rcp45,1,earth_c,0,Pg C,0,1,0
67,rcp45,1,atmos_c,588.071,Pg C,0.976577,0,0.0234231
67,rcp45,1,earth_c,0,Pg C,0,1,0
68,rcp45,1,atmos_c,588.071,Pg C,0.976246,0,0.0237542
68,rcp45,1,earth_c,0,Pg C,0,1,0
69,rcp45,1,atmos_c,588.071,Pg C,0.975919,0,0.0240813
69,rcp45,1,earth_c,0,Pg C,0,1,0
70,rcp45,1,atmos_c,588.071,Pg C,0.975596,0,0.0244045
70,rcp45,1,earth_c,0,Pg C,0,1,0
71,rcp45,1,atmos_c,588.071,Pg C,0.975276,0,0.0247236
71,rcp45,1,earth_c,0,Pg C,0,1,0
72,rcp45,1,atmos_c,588.071,Pg C,0.974961,0,0.0250388
72,rcp45,1,earth_c,0,Pg C,0,1,0
73,rcp45,1,atmos_c,588.071,Pg C,0.97465,0,0.0253499
73,rcp45,1,earth_c,0,Pg C,0,1,0
74,rcp45,1,atmos_c,588.071,Pg C,0.974343,0,0.025657
74,rcp45,1,earth_c,0,Pg C,0,1,0
75,rcp45,1,atmos_c,588.071,Pg C,0.97404,0,0.0259601
75,rcp45,1,earth_c,0,Pg C,0,1,0
76,rcp45,1,atmos_c,588.071,Pg C,0.973741,0,0.0262591
76,rcp45,1,earth_c,0,Pg C,0,1,0
77,rcp45,1,atmos_c,588.071,Pg C,0.973446,0,0.0265542
77,rcp45,1,earth_c,0,Pg C,0,1,0
78,rcp45,1,atmos_c,588.071,Pg C,0.973155,0,0.0268453
78,rcp45,1,earth_c,0,Pg C,0,1,0
79,rcp45,1,atmos_c,588.071,Pg C,0.972868,0,0.0271324
79,rcp45,1,earth_c,0,Pg C,0,1,0
80,rcp45,1,atmos_c,588.071,Pg C,0.972585,0,0.0274155
80,rcp45,1,earth_c,0,Pg C,0,1,0
81,rcp45,1,atmos_c,588.071,Pg C,0.972305,0,0.0276947
81,rcp45,1,earth_c,0,Pg C,0,1,0
82,rcp45,1,atmos_c,588.071,Pg C,0.97203,0,0.0279699
82,rcp45,1,earth_c,0,Pg C,0,1,0
83,rcp45,1,atmos_c,588.071,Pg C,0.971759,0,0.0282412
83,rcp45,1,earth_c,0,Pg C,0,1,0
84,rcp45,1,atmos_c,588.071,Pg C,0.971491,0,0.0285086
84,rcp45,1,earth_c,0,Pg C,0,1,0
85,rcp45,1,atmos_c,588.071,Pg C,0.971228,0,0.0287722
85,rcp45,1,earth_c,0,Pg C,0,1,0
86,rcp45,1,atmos_c,588.071,Pg C,0.970968,0,0.0290319
86,rcp45,1,earth_c,0,Pg C,0,1,0
87,rcp45,1,atmos_c,588.071,Pg C,0.970712,0,0.0292878
87,rcp45,1,earth_c,0,Pg C,0,1,0
88,rcp45,1,atmos_c,588.071,Pg C,0.97046,0,0.0295399
88,rcp45,1,earth_c,0,Pg C,0,1,0
89,rcp45,1,atmos_c,588.071,Pg C,0.970212,0,0.0297883
89,rcp45,1,earth_c,0,Pg C,0,1,0
90,rcp45,1,atmos_c,588.071,Pg C,0.969967,0,0.0300329
90,rcp45,1,earth_c,0,Pg C,0,1,0
91,rcp45,1,atmos_c,588.071,Pg C,0.969726,0,0.0302738
91,rcp45,1,earth_c,0,Pg C,0,1,0
92,rcp45,1,atmos_c,588.071,Pg C,0.969489,0,0.030511
92,rcp45,1,earth_c,0,Pg C,0,1,0
93,rcp45,1,atmos_c,588.071,Pg C,0.969255,0,0.0307446
93,rcp45,1,earth_c,0,Pg C,0,1,0
94,rcp45,1,atmos_c,588.071,Pg C,0.969025,0,0.0309746
94,rcp45,1,earth_c,0,Pg C,0,1,0
95,rcp45,1,atmos_c,588.071,Pg C,0.968799,0,0.031201
95,rcp45,1,earth_c,0,Pg C,0,1,0
96,rcp45,1,atmos_c,588.071,Pg C,0.968576,0,0.0314239
96,rcp45,1,earth_c,0,Pg C,0,1,0
97,rcp45,1,atmos_c,588.071,Pg C,0.968357,0,0.0316433
97,rcp45,1,earth_c,0,Pg C,0,1,0
98,rcp45,1,atmos_c,588.071,Pg C,0.968141,0,0.0318593
98,rcp45,1,earth_c,0,Pg C,0,1,0
99,rcp45,1,atmos_c,588.071,Pg C,0.967928,0,0.0320718
99,rcp45,1,earth_c,0,Pg C,0,1,0
100,rcp45,1,atmos_c,588.071,Pg C,0.967719,0,0.0322809
100,rcp45,1,earth_c,0,Pg C,0,1,0
101,rcp45,1,atmos_c,588.071,Pg C,0.967513,0,0.0324866
101,rcp45,1,earth_c,0,Pg C,0,1,0
102,rcp45,1,atmos_c,588.071,Pg C,0.967311,0,0.0326891
102,rcp45,1,earth_c,0,Pg C,0,1,0
103,rcp45,1,atmos_c,588.071,Pg C,0.967112,0,0.0328882
103,rcp45,1,earth_c,0,Pg C,0,1,0
104,rcp45,1,atmos_c,588.071,Pg C,0.966916,0,0.0330842
104,rcp45,1,earth_c,0,Pg C,0,1,0
105,rcp45,1,atmos_c,588.071,Pg C,0.966723,0,0.0332769
105,rcp45,1,earth_c,0,Pg C,0,1,0
106,rcp45,1,atmos_c,588.071,Pg C,0.966534,0,0.0334665
106,rcp45,1,earth_c,0,Pg C,0,1,0
107,rcp45,1,atmos_c,588.071,Pg C,0.966347,0,0.0336529
107,rcp45,1,earth_c,0,Pg C,0,1,0
108,rcp45,1,atmos_c,588.071,Pg C,0.966164,0,0.0338363
108,rcp45,1,earth_c,0,Pg C,0,1,0
109,rcp45,1,atmos_c,588.071,Pg C,0.965983,0,0.0340166
109,rcp45,1,earth_c,0,Pg C,0,1,0
110,rcp45,1,atmos_c,588.071,Pg C,0.965806,0,0.0341939
110,rcp45,1,earth_c,0,Pg C,0,1,0
111,rcp45,1,atmos_c,588.071,Pg C,0.965632,0,0.0343683
111,rcp45,1,earth_c,0,Pg C,0,1,0
112,rcp45,1,atmos_c,588.071,Pg C,0.96546,0,0.0345397
112,rcp45,1,earth_c,0,Pg C,0,1,0
113,rcp45,1,atmos_c,588.071,Pg C,0.965292,0,0.0347082
113,rcp45,1,earth_c,0,Pg C,0,1,0
114,rcp45,1,atmos_c,588.071,Pg C,0.965126,0,0.0348739
114,rcp45,1,earth_c,0,Pg C,0,1,0
115,rcp45,1,atmos_c,588.071,Pg C,0.964963,0,0.0350367
115,rcp45,1,earth_c,0,Pg C,0,1,0
116,rcp45,1,atmos_c,588.071,Pg C,0.964803,0,0.0351968
116,rcp45,1,earth_c,0,Pg C,0,1,0
117,rcp45,1,atmos_c,588.071,Pg C,0.964646,0,0.0353542
117,rcp45,1,earth_c,0,Pg C,0,1,0
118,rcp45,1,atmos_c,588.071,Pg C,0.964491,0,0.0355088
118,rcp45,1,earth_c,0,Pg C,0,1,0
119,rcp45,1,atmos_c,588.071,Pg C,0.964339,0,0.0356608
119,rcp45,1,earth_c,0,Pg C,0,1,0
120,rcp45,1,atmos_c,588.071,Pg C,0.96419,0,0.0358102
120,rcp45,1,earth_c,0,Pg C,0,1,0
121,rcp45,1,atmos_c,588.071,Pg C,0.964043,0,0.035957
121,rcp45,1,earth_c,0,Pg C,0,1,0
122,rcp45,1,atmos_c,588.071,Pg C,0.963899,0,0.0361012
122,rcp45,1,earth_c,0,Pg C,0,1,0
123,rcp45,1,atmos_c,588.071,Pg C,0.963757,0,0.036243
123,rcp45,1,earth_c,0,Pg C,0,1,0
124,rcp45,1,atmos_c,588.071,Pg C,0.963618,0,0.0363823
124,rcp45,1,earth_c,0,Pg C,0,1,0
125,rcp45,1,atmos_c,588.071,Pg C,0.963481,0,0.0365191
125,rcp45,1,earth_c,0,Pg C,0,1,0
126,rcp45,1,atmos_c,588.071,Pg C,0.963346,0,0.0366535
126,rcp45,1,earth_c,0,Pg C,0,1,0
127,rcp45,1,atmos_c,588.071,Pg C,0.963214,0,0.0367856
127,rcp45,1,earth_c,0,Pg C,0,1,0
128,rcp45,1,atmos_c,588.071,Pg C,0.963085,0,0.0369153
128,rcp45,1,earth_c,0,Pg C,0,1,0
129,rcp45,1,atmos_c,588.071,Pg C,0.962957,0,0.0370428
129,rcp45,1,earth_c,0,Pg C,0,1,0
130,rcp45,1,atmos_c,588.071,Pg C,0.962832,0,0.037168
130,rcp45,1,earth_c,0,Pg C,0,1,0
131,rcp45,1,atmos_c,588.071,Pg C,0.962709,0,0.037291
131,rcp45,1,earth_c,0,Pg C,0,1,0
132,rcp45,1,atmos_c,588.071,Pg C,0.962588,0,0.0374118
132,rcp45,1,earth_c,0,Pg C,0,1,0
133,rcp45,1,atmos_c,588.071,Pg C,0.96247,0,0.0375304
133,rcp45,1,earth_c,0,Pg C,0,1,0
134,rcp45,1,atmos_c,588.071,Pg C,0.962353,0,0.0376469
134,rcp45,1,earth_c,0,Pg C,0,1,0
135,rcp45,1,atmos_c,588.071,Pg C,0.962239,0,0.0377614
135,rcp45,1,earth_c,0,Pg C,0,1,0
136,rcp45,1,atmos_c,588.071,Pg C,0.962126,0,0.0378737
136,rcp45,1,earth_c,0,Pg C,0,1,0
137,rcp45,1,atmos_c,588.071,Pg C,0.962016,0,0.0379841
137,rcp45,1,earth_c,0,Pg C,0,1,0
138,rcp45,1,atmos_c,588.071,Pg C,0.961908,0,0.0380925
138,rcp45,1,earth_c,0,Pg C,0,1,0
139,rcp45,1,atmos_c,588.071,Pg C,0.961801,0,0.0381989
139,rcp45,1,earth_c,0,Pg C,0,1,0
140,rcp45,1,atmos_c,588.071,Pg C,0.961697,0,0.0383034
140,rcp45,1,earth_c,0,Pg C,0,1,0
141,rcp45,1,atmos_c,588.071,Pg C,0.961594,0,0.038406
141,rcp45,1,earth_c,0,Pg C,0,1,0
142,rcp45,1,atmos_c,588.071,Pg C,0.961493,0,0.0385067
142,rcp45,1,earth_c,0,Pg C,0,1,0
143,rcp45,1,atmos_c,588.071,Pg C,0.961394,0,0.0386057
143,rcp45,1,earth_c,0,Pg C,0,1,0
144,rcp45,1,atmos_c,588.071,Pg C,0.961297,0,0.0387028
144,rcp45,1,earth_c,0,Pg C,0,1,0
145,rcp45,1,atmos_c,588.071,Pg C,0.961202,0,0.0387981
145,rcp45,1,earth_c,0,Pg C,0,1,0
146,rcp45,1,atmos_c,588.071,Pg C,0.961108,0,0.0388917
146,rcp45,1,earth_c,0,Pg C,0,1,0
147,rcp45,1,atmos_c,588.071,Pg C,0.961016,0,0.0389836
147,rcp45,1,earth_c,0,Pg C,0,1,0
148,rcp45,1,atmos_c,588.071,Pg C,0.960926,0,0.0390738
148,rcp45,1,earth_c,0,Pg C,0,1,0
149,rcp45,1,atmos_c,588.071,Pg C,0.960838,0,0.0391624
149,rcp45,1,earth_c,0,Pg C,0,1,0
150,rcp45,1,atmos_c,588.071,Pg C,0.960751,0,0.0392493
150,rcp45,1,earth_c,0,Pg C,0,1,0
151,rcp45,1,atmos_c,588.071,Pg C,0.960665,0,0.0393346
151,rcp45,1,earth_c,0,Pg C,0,1,0
152,rcp45,1,atmos_c,588.071,Pg C,0.960582,0,0.0394183
152,rcp45,1,earth_c,0,Pg C,0,1,0
153,rcp45,1,atmos_c,588.071,Pg C,0.960499,0,0.0395006
153,rcp45,1,earth_c,0,Pg C,0,1,0
154,rcp45,1,atmos_c,588.071,Pg C,0.960419,0,0.0395812
154,rcp45,1,earth_c,0,Pg C,0,1,0
155,rcp45,1,atmos_c,588.071,Pg C,0.96034,0,0.0396604
155,rcp45,1,earth_c,0,Pg C,0,1,0
156,rcp45,1,atmos_c,588.071,Pg C,0.960262,0,0.0397381
156,rcp45,1,earth_c,0,Pg C,0,1,0
157,rcp45,1,atmos_c,588.071,Pg C,0.960186,0,0.0398144
157,rcp45,1,earth_c,0,Pg C,0,1,0
158,rcp45,1,atmos_c,588.071,Pg C,0.960111,0,0.0398893
158,rcp45,1,earth_c,0,Pg C,0,1,0
159,rcp45,1,atmos_c,588.071,Pg C,0.960037,0,0.0399628
159,rcp45,1,earth_c,0,Pg C,0,1,0
160,rcp45,1,atmos_c,588.071,Pg C,0.959965,0,0.0400349
160,rcp45,1,earth_c,0,Pg C,0,1,0
161,rcp45,1,atmos_c,588.071,Pg C,0.959894,0,0.0401056
161,rcp45,1,earth_c,0,Pg C,0,1,0
162,rcp45,1,atmos_c,588.071,Pg C,0.959825,0,0.040175
162,rcp45,1,earth_c,0,Pg C,0,1,0
163,rcp45,1,atmos_c,588.071,Pg C,0.959757,0,0.0402432
163,rcp45,1,earth_c,0,Pg C,0,1,0
164,rcp45,1,atmos_c,588.071,Pg C,0.95969,0,0.04031
164,rcp45,1,earth_c,0,Pg C,0,1,0
165,rcp45,1,atmos_c,588.071,Pg C,0.959624,0,0.0403756
165,rcp45,1,earth_c,0,Pg C,0,1,0
166,rcp45,1,atmos_c,588.071,Pg C,0.95956,0,0.04044
166,rcp45,1,earth_c,0,Pg C,0,1,0
167,rcp45,1,atmos_c,588.071,Pg C,0.959497,0,0.0405032
167,rcp45,1,earth_c,0,Pg C,0,1,0
168,rcp45,1,atmos_c,588.071,Pg C,0.959435,0,0.0405652
168,rcp45,1,earth_c,0,Pg C,0,1,0
169,rcp45,1,atmos_c,588.071,Pg C,0.959374,0,0.040626
169,rcp45,1,earth_c,0,Pg C,0,1,0
170,rcp45,1,atmos_c,588.071,Pg C,0.959314,0,0.0406856
170,rcp45,1,earth_c,0,Pg C,0,1,0
171,rcp45,1,atmos_c,588.071,Pg C,0.959256,0,0.0407442
171,rcp45,1,earth_c,0,Pg C,0,1,0
172,rcp45,1,atmos_c,588.071,Pg C,0.959198,0,0.0408016
172,rcp45,1,earth_c,0,Pg C,0,1,0
173,rcp45,1,atmos_c,588.071,Pg C,0.959142,0,0.040858
173,rcp45,1,earth_c,0,Pg C,0,1,0
174,rcp45,1,atmos_c,588.071,Pg C,0.959087,0,0.0409132
174,rcp45,1,earth_c,0,Pg C,0,1,0
175,rcp45,1,atmos_c,588.071,Pg C,0.959033,0,0.0409675
175,rcp45,1,earth_c,0,Pg C,0,1,0
176,rcp45,1,atmos_c,588.071,Pg C,0.958979,0,0.0410207
176,rcp45,1,earth_c,0,Pg C,0,1,0
177,rcp45,1,atmos_c,588.071,Pg C,0.958927,0,0.0410729
177,rcp45,1,earth_c,0,Pg C,0,1,0
178,rcp45,1,atmos_c,588.071,Pg C,0.958876,0,0.0411241
178,rcp45,1,earth_c,0,Pg C,0,1,0
179,rcp45,1,atmos_c,588.071,Pg C,0.958826,0,0.0411743
179,rcp45,1,earth_c,0,Pg C,0,1,0
180,rcp45,1,atmos_c,588.071,Pg C,0.958776,0,0.0412236
180,rcp45,1,earth_c,0,Pg C,0,1,0
181,rcp45,1,atmos_c,588.071,Pg C,0.958728,0,0.041272
181,rcp45,1,earth_c,0,Pg C,0,1,0
182,rcp45,1,atmos_c,588.071,Pg C,0.958681,0,0.0413194
182,rcp45,1,earth_c,0,Pg C,0,1,0
183,rcp45,1,atmos_c,588.071,Pg C,0.958634,0,0.0413659
183,rcp45,1,earth_c,0,Pg C,0,1,0
184,rcp45,1,atmos_c,588.071,Pg C,0.958588,0,0.0414115
184,rcp45,1,earth_c,0,Pg C,0,1,0
185,rcp45,1,atmos_c,588.071,Pg C,0.958544,0,0.0414563
185,rcp45,1,earth_c,0,Pg C,0,1,0
186,rcp45,1,atmos_c,588.071,Pg C,0.9585,0,0.0415002
186,rcp45,1,earth_c,0,Pg C,0,1,0
187,rcp45,1,atmos_c,588.071,Pg C,0.958457,0,0.0415432
187,rcp45,1,earth_c,0,Pg C,0,1,0
188,rcp45,1,atmos_c,588.071,Pg C,0.958415,0,0.0415855
188,rcp45,1,earth_c,0,Pg C,0,1,0
189,rcp45,1,atmos_c,588.071,Pg C,0.958373,0,0.0416269
189,rcp45,1,earth_c,0,Pg C,0,1,0
190,rcp45,1,atmos_c,588.071,Pg C,0.958332,0,0.0416676
190,rcp45,1,earth_c,0,Pg C,0,1,0
191,rcp45,1,atmos_c,588.071,Pg C,0.958293,0,0.0417074
191,rcp45,1,earth_c,0,Pg C,0,1,0
192,rcp45,1,atmos_c,588.071,Pg C,0.958253,0,0.0417465
192,rcp45,1,earth_c,0,Pg C,0,1,0
193,rcp45,1,atmos_c,588.071,Pg C,0.958215,0,0.0417848
193,rcp45,1,earth_c,0,Pg C,0,1,0
194,rcp45,1,atmos_c,588.071,Pg C,0.958178,0,0.0418225
194,rcp45,1,earth_c,0,Pg C,0,1,0
195,rcp45,1,atmos_c,588.071,Pg C,0.958141,0,0.0418593
195,rcp45,1,earth_c,0,Pg C,0,1,0
196,rcp45,1,atmos_c,588.071,Pg C,0.958104,0,0.0418955
196,rcp45,1,earth_c,0,Pg C,0,1,0
197,rcp45,1,atmos_c,588.071,Pg C,0.958069,0,0.041931
197,rcp45,1,earth_c,0,Pg C,0,1,0
198,rcp45,1,atmos_c,588.071,Pg C,0.958034,0,0.0419658
198,rcp45,1,earth_c,0,Pg C,0,1,0
199,rcp45,1,atmos_c,588.071,Pg C,0.958,0,0.0419999
199,rcp45,1,earth_c,0,Pg C,0,1,0
200,rcp45,1,atmos_c,588.071,Pg C,0.957967,0,0.0420334
200,rcp45,1,earth_c,0,Pg C,0,1,0
201,rcp45,1,atmos_c,588.071,Pg C,0.957934,0,0.0420662
201,rcp45,1,earth_c,0,Pg C,0,1,0
202,rcp45,1,atmos_c,588.071,Pg C,0.957902,0,0.0420984
202,rcp45,1,earth_c,0,Pg C,0,1,0
203,rcp45,1,atmos_c,588.071,Pg C,0.95787,0,0.0421299
203,rcp45,1,earth_c,0,Pg C,0,1,0
204,rcp45,1,atmos_c,588.071,Pg C,0.957839,0,0.0421609
204,rcp45,1,earth_c,0,Pg C,0,1,0
205,rcp45,1,atmos_c,588.071,Pg C,0.957809,0,0.0421912
205,rcp45,1,earth_c,0,Pg C,0,1,0
206,rcp45,1,atmos_c,588.071,Pg C,0.957779,0,0.042221
206,rcp45,1,earth_c,0,Pg C,0,1,0
207,rcp45,1,atmos_c,588.071,Pg C,0.95775,0,0.0422502
207,rcp45,1,earth_c,0,Pg C,0,1,0
208,rcp45,1,atmos_c,588.071,Pg C,0.957721,0,0.0422788
208,rcp45,1,earth_c,0,Pg C,0,1,0
209,rcp45,1,atmos_c,588.071,Pg C,0.957693,0,0.0423069
209,rcp45,1,earth_c,0,Pg C,0,1,0
210,rcp45,1,atmos_c,588.071,Pg C,0.957666,0,0.0423344
210,rcp45,1,earth_c,0,Pg C,0,1,0
211,rcp45,1,atmos_c,588.071,Pg C,0.957639,0,0.0423614
211,rcp45,1,earth_c,0,Pg C,0,1,0
212,rcp45,1,atmos_c,588.071,Pg C,0.957612,0,0.0423878
212,rcp45,1,earth_c,0,Pg C,0,1,0
213,rcp45,1,atmos_c,588.071,Pg C,0.957586,0,0.0424138
213,rcp45,1,earth_c,0,Pg C,0,1,0
214,rcp45,1,atmos_c,588.071,Pg C,0.957561,0,0.0424392
214,rcp45,1,earth_c,0,Pg C,0,1,0
215,rcp45,1,atmos_c,588.071,Pg C,0.957536,0,0.0424642
215,rcp45,1,earth_c,0,Pg C,0,1,0
216,rcp45,1,atmos_c,588.071,Pg C,0.957511,0,0.0424887
216,rcp45,1,earth_c,0,Pg C,0,1,0
217,rcp45,1,atmos_c,588.071,Pg C,0.957487,0,0.0425127
217,rcp45,1,earth_c,0,Pg C,0,1,0
218,rcp45,1,atmos_c,588.071,Pg C,0.957464,0,0.0425362
