; ssp434 from rcmip updated SV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; hectordata 0.0.0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; commit dab9aad8750535b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; date 5/29/25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; UNITS:,  PgC year-1,  PgC year-1,  PgC year-1,  PgC year-1,  Tg year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg CH4 year-1,  ppm,  Tg CO year-1,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt,  ppb,  Tg N year-1,  Tg year-1,  Tg NMVOC year-1,  Tg N year-1,  Tg year-1,  W m-2,  ppt,  ppt,  Gg S year-1,  W m-2,  ppt,  ppt,  ppt,  ppt,  ppt,  ppt
1754,0.002596404,0.087316353,0,0,2.099349783,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.07356,0,457.0000025,4274.9998,734.2020213,19.50906107,277.3040034,349.8156252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0160446,0.059007665,7.015189224,60.26994517,3.847331337,15.55877305,-9.18E-04,0,0,1232.953114,0.185762136,0.004446573,0.007723273,0,0,0,0
1755,0.002597506,0.088922722,0,0,2.099173165,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.09182,0,457.0000025,4275.9598,734.7360789,19.50045493,277.351003,348.144668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0510432,0.060122454,6.943989043,59.82493372,3.886652888,15.35818253,-0.001147286,0,0,1223.082685,0.16149051,0.004446573,0.007723273,0,0,0,0
1756,0.00277509,0.090558644,0,0,2.068915407,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.08556,0,457.0000025,4275.6306,735.4210002,19.4625366,277.3889999,343.3231517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0790507,0.061258303,6.922711557,58.94682931,3.780146274,15.19577663,-0.001376744,0,0,1211.479202,-0.064139904,0.004446573,0.007723273,0,0,0,0
1757,0.002776193,0.092224663,0,0,2.147923676,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.09137,0,457.0000025,4275.9361,735.8930308,20.02354066,277.4419988,355.9418923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.0960515,0.062415611,7.047674129,61.263693,3.998436266,15.70481912,-0.001606201,0,0,1255.688247,0.06548149,0.004446573,0.007723273,0,0,0,0
1758,0.002777295,0.093921331,0,0,2.12061141,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.09662,0,457.0000025,4276.2118,736.2069956,19.93400533,277.489001,351.839749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.1290461,0.063594783,6.995459768,60.43461244,3.95160932,15.51461163,-0.001835658,0,0,1241.80619,0.143706674,0.004446573,0.007723273,0,0,0,0
1759,0.002778397,0.095649213,0,0,2.117267431,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.08372,0,457.0000025,4275.5338,736.0988871,20.14146621,277.5399984,351.5077627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.1650467,0.064796232,7.045958325,60.44526305,3.882559461,15.57401349,-0.002065115,0,0,1238.693446,0.171560264,0.004446573,0.007723273,0,0,0,0
1760,0.002778491,0.097408883,0,0,2.127804105,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.04022,0,457.0000025,4273.2473,735.4841715,20.41679714,277.6050034,354.4182853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.1930517,0.06602038,7.128048286,61.05172479,3.870426966,15.81906393,-0.002294573,0,0,1250.820917,0.180988301,0.004446573,0.007723273,0,0,0,0
1761,0.0030418,0.099200926,0,0,2.137756989,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.09143,0,457.0000025,4275.9395,735.7630208,20.45599017,277.6639989,354.7079679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274.222051,0.067267654,7.080969808,60.9842272,3.947785545,15.69191588,-0.00252403,0,0,1256.548122,0.184158544,0.004446573,0.007723273,0,0,0,0
1762,0.003042907,0.101025937,0,0,2.101748109,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.08127,0,457.0000025,4275.4052,736.3031057,20.45168738,277.7320023,349.2496972,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32E-08,0,0,0,0,0,1.51E-06,0,0,274.2500483,0.068538493,7.072547337,60.02708933,3.805606722,15.52593531,-0.002753487,0,0,1235.176016,-0.719878886,0.004446573,0.007723273,0,0,0,0
1763,0.003044015,0.102884523,0,0,2.107029758,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.09332,0,457.0000025,4276.0386,737.1810404,20.54517934,277.7959976,350.0593349,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68E-07,0,0,0,0,0,1.24E-05,0,0,274.3020554,0.06983334,7.067982584,60.12706627,3.846149431,15.52676249,-0.002982944,0,0,1242.431334,-0.439960121,0.004446573,0.007723273,0,0,0,0
1764,0.003045122,0.104777302,0,0,2.071549227,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.1104,0,457.0000025,4276.9364,738.1030629,20.26091721,277.8590037,342.0446107,0,0,0,0,0,0,0,0,0,0,0,0,5.75E-09,1.27E-06,0,0,0,0,3.17E-07,2.50E-05,0,0,274.3400497,0.07115265,6.89874574,58.43835717,3.829003368,14.95869898,-0.003212402,0,0,1212.823098,-0.039047325,0.004446573,0.007723273,0,0,0,0
1765,0.003046229,0.106704903,0,0,2.123600022,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.07293,0,457.0000025,4274.9668,738.9860382,20.919155,277.9129995,352.9327258,0,0,0,0,0,0,0,0,0,0,0,0,4.60E-08,1.39E-06,0,0,0,0,2.54E-06,3.03E-05,0,0,274.3720474,0.072496884,7.112382325,60.62945786,3.878155223,15.67992411,-0.003441859,0,0,1250.725203,0.109581666,0.004446573,0.007723273,0,0,0,0
1766,0.003396267,0.108667966,0,0,2.110459977,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.07758,0,457.0000025,4275.2111,739.8310852,20.8535919,277.9580002,349.380645,0,0,0,0,0,0,0,0,0,0,0,0,9.19E-08,1.42E-06,0,0,0,0,5.08E-06,3.44E-05,0,0,274.3920517,0.073866514,7.036296531,59.85878463,3.884852898,15.35883081,-0.003671316,0,0,1244.142077,-0.178487527,0.004446573,0.007723273,0,0,0,0
1767,0.003397374,0.110667143,0,0,2.112460701,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.08566,0,457.0000025,4275.6359,740.7289836,20.99917946,278.0169983,349.616099,0,0,0,0,0,0,0,0,0,0,0,0,1.38E-07,1.46E-06,0,0,0,0,7.62E-06,3.84E-05,0,0,274.4260508,0.07526202,7.045382427,59.8910269,3.880476349,15.4005645,-0.003900773,0,0,1243.308056,-0.230039677,0.004446573,0.007723273,0,0,0,0
1768,0.003398482,0.1127031,0,0,2.18313204,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.04673,0,457.0000025,4273.5893,741.2220561,21.65945211,278.0779953,362.6536848,0,0,0,0,0,0,0,0,0,0,0,0,1.84E-07,1.49E-06,0,0,0,0,1.02E-05,4.25E-05,0,0,274.4470469,0.07668389,7.223617821,62.36582555,4.039005154,16.0637302,-0.004130231,0,0,1294.705423,0.029544124,0.004446573,0.007723273,0,0,0,0
1769,0.003399589,0.114776512,0,0,2.137633742,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.0767,0,457.0000025,4275.165,741.74705,21.49633535,278.1350047,355.0254185,0,0,0,0,0,0,0,0,0,0,0,0,2.30E-07,1.53E-06,0,0,0,0,1.27E-05,4.65E-05,0,0,274.4680506,0.078132622,7.157863703,60.95040361,3.914619863,15.73509479,-0.004359688,0,0,1273.362221,0.132534616,0.004446573,0.007723273,0,0,0,0
1770,0.003400696,0.116888069,0,0,2.139364739,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.04544,0,457.0000025,4273.5216,742.3010152,21.63439757,278.1939977,355.3605476,0,0,0,0,0,0,0,0,0,0,0,0,2.76E-07,1.57E-06,0,0,0,0,1.52E-05,5.06E-05,0,0,274.4950485,0.079608724,7.155978284,60.96602721,3.927122991,15.74271509,-0.004589145,0,0,1277.49221,0.036362348,0.004446573,0.007723273,0,0,0,0
1771,0.003768892,0.119038473,0,0,2.100909701,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.07227,0,457.0000025,4274.9318,742.871165,21.4289211,278.2700017,347.8619883,0,0,0,0,0,0,0,0,0,0,0,0,3.22E-07,1.60E-06,0,0,0,0,1.78E-05,5.47E-05,0,0,274.5130514,0.081112713,7.069218405,59.42424033,3.843192573,15.32197739,-0.004818602,0,0,1230.128239,0.088893036,0.004446573,0.007723273,0,0,0,0
1772,0.003770005,0.121228438,0,0,2.087077541,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.08887,0,457.0000025,4275.8046,744.0189667,21.39461572,278.3339996,344.6134738,0,0,0,0,0,0,0,0,0,0,0,0,3.68E-07,1.64E-06,0,0,0,0,2.03E-05,5.87E-05,0,0,274.5310491,0.082645116,7.043230562,58.72495295,3.812980037,15.11418329,-0.00504806,0,0,1217.836348,0.151100522,0.004446573,0.007723273,0,0,0,0
1773,0.003771118,0.123458692,0,0,2.092755603,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.06952,0,457.0000025,4274.7874,744.6629842,21.59523139,278.4119949,345.7768091,0,0,0,0,0,0,0,0,0,0,0,0,4.14E-07,1.67E-06,0,0,0,0,2.29E-05,6.28E-05,0,0,274.5470505,0.084206469,7.104503735,58.91656885,3.795742519,15.20466379,-0.005277517,0,0,1220.686645,0.174022557,0.004446573,0.007723273,0,0,0,0
1774,0.003772231,0.125729977,0,0,2.154900741,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.0265,0,457.0000025,4272.5262,744.8780721,22.25970773,278.4909999,358.103585,0,0,0,0,0,0,0,0,0,0,0,0,4.60E-07,1.71E-06,0,0,0,0,2.54E-05,6.68E-05,0,0,274.5650457,0.08579732,7.347701469,61.31335787,3.892106055,15.87559318,-0.005506974,0,0,1266.428616,0.181814436,0.004446573,0.007723273,0,0,0,0
1775,0.003773344,0.128043046,0,0,2.148996597,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.05246,0,457.0000025,4273.8905,745.3670603,22.20096329,278.5860036,355.0471729,0,0,0,0,0,0,0,0,0,0,0,0,5.06E-07,1.75E-06,0,0,0,0,2.79E-05,7.09E-05,0,0,274.5790456,0.087418226,7.26964482,60.54083046,3.918102925,15.5891357,-0.005736431,0,0,1250.604504,0.184436008,0.004446573,0.007723273,0,0,0,0
1776,0.004161709,0.13039867,0,0,2.112143132,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.03944,0,457.0000025,4273.2061,746.0480703,22.14194213,278.6829987,348.8985525,0,0,0,0,0,0,0,0,0,0,0,0,5.52E-07,1.78E-06,0,0,0,0,3.05E-05,7.49E-05,0,0,274.5940475,0.089069754,7.261469977,59.3811448,3.777483547,15.37007702,-0.005965889,0,0,1235.260121,0.185316816,0.004446573,0.007723273,0,0,0,0
1777,0.004162822,0.132797629,0,0,2.170244784,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.05273,0,457.0000025,4273.9048,746.7369181,22.56871006,278.773997,357.545361,0,0,0,0,0,0,0,0,0,0,0,0,5.98E-07,1.82E-06,0,0,0,0,3.30E-05,7.90E-05,0,0,274.6060486,0.090752483,7.355973763,60.89349007,3.937981414,15.67345753,-0.006195346,0,0,1262.643552,0.185612686,0.004446573,0.007723273,0,0,0,0
1778,0.004163935,0.135240723,0,0,2.198001402,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.04465,0,457.0000025,4273.48,746.7510579,22.85608093,278.8659999,362.7554135,0,0,0,0,0,0,0,0,0,0,0,0,6.43E-07,1.85E-06,0,0,0,0,3.56E-05,8.30E-05,0,0,274.6180471,0.092467003,7.434606067,61.78348695,4.021077007,15.89945625,-0.006424803,0,0,1282.280293,0.185712075,0.004446573,0.007723273,0,0,0,0
1779,0.004165048,0.137728763,0,0,2.159615777,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.03691,0,457.0000025,4273.0734,746.9070231,22.82063569,278.9590022,355.9261715,0,0,0,0,0,0,0,0,0,0,0,0,6.89E-07,1.89E-06,0,0,0,0,3.81E-05,8.71E-05,0,0,274.6290487,0.094213914,7.418773457,60.50081488,3.865645204,15.62745786,-0.00665426,0,0,1253.809198,0.185745465,0.004446573,0.007723273,0,0,0,0
1780,0.00416717,0.140262576,0,0,2.189267588,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,104.98817,0,457.0000025,4270.511,747.2310638,23.24616665,279.0540034,361.6140422,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-07,1.92E-06,0,0,0,0,4.06E-05,9.10E-05,0,0,274.6390508,0.095993828,7.569429121,61.61859566,3.871147964,16.0183808,-0.006883718,0,0,1274.797709,0.185756681,0.004446573,0.007723273,0,0,0,0
1781,0.004659413,0.142843003,0,0,2.1894412,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.04236,0,457.0000025,4273.3596,747.7660472,23.24965548,279.1449992,360.0900539,0,0,0,0,0,0,0,0,0,0,0,0,7.81E-07,1.96E-06,0,0,0,0,4.32E-05,9.52E-05,0,0,274.6470464,0.097807369,7.505783353,61.19330647,3.920723923,15.80695227,-0.007113175,0,0,1277.536252,0.185760451,0.004446573,0.007723273,0,0,0,0
1782,0.004660532,0.145470903,0,0,2.160522701,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.03125,0,457.0000025,4272.7759,748.2900187,23.34175812,279.2430013,356.0465546,0,0,0,0,0,0,0,0,0,0,0,0,8.27E-07,2.00E-06,0,0,0,0,4.57E-05,9.92E-05,0,0,274.6540476,0.099655171,7.519625788,60.48572145,3.793838185,15.71282083,-0.007342632,0,0,1261.050876,0.185761713,0.004446573,0.007723273,0,0,0,0
1783,0.004662661,0.148147149,0,0,2.15072559,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.0436,0,457.0000025,4273.4248,748.6270294,23.37991679,279.3399989,354.2869243,0,0,0,0,0,0,0,0,0,0,0,0,8.73E-07,2.03E-06,0,0,0,0,4.82E-05,1.03E-04,0,0,274.6580505,0.101537883,7.496232273,60.10171272,3.788738178,15.60726047,-0.007572089,0,0,1258.691216,-1.607111309,0.004446573,0.007723273,0,0,0,0
1784,0.00466378,0.150872629,0,0,2.140542212,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.05531,0,457.0000025,4274.0405,748.9340261,23.2940423,279.4340007,350.5694963,0,0,0,0,0,0,0,0,0,0,0,0,9.19E-07,2.07E-06,0,0,0,0,5.08E-05,1.07E-04,0,0,274.6640549,0.103456163,7.3811564,59.21225989,3.835360348,15.22814126,-0.007801547,0,0,1241.091384,-3.487549643,0.004446573,0.007723273,0,0,0,0
1785,0.004666993,0.153648251,0,0,2.165839691,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.02817,0,457.0000025,4272.6136,749.2520396,23.80210554,279.5320028,356.8051254,0,0,0,0,0,0,0,0,0,0,0,0,9.65E-07,2.10E-06,0,0,0,0,5.33E-05,1.11E-04,0,0,274.6690496,0.105410684,7.538152323,60.49447936,3.821649192,15.73271148,-0.008031004,0,0,1266.56815,-1.322721197,0.004446573,0.007723273,0,0,0,0
1786,0.00529538,0.156474937,0,0,2.158683485,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.02684,0,457.0000025,4272.5442,749.5639801,23.831995,279.6290003,354.2058773,0,0,0,0,0,0,0,0,0,0,0,0,1.01E-06,2.14E-06,0,0,0,0,5.59E-05,1.15E-04,0,0,274.6760534,0.107402131,7.491084254,59.91468241,3.826316215,15.46715712,-0.008260461,0,0,1263.905903,-0.487257524,0.004446573,0.007723273,0,0,0,0
1787,0.005297508,0.159353625,0,0,2.185179294,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.03415,0,457.0000025,4272.9283,749.6690826,24.17652818,279.7290014,358.7933683,0,0,0,0,0,0,0,0,0,0,0,0,1.06E-06,2.18E-06,0,0,0,0,5.84E-05,1.19E-04,0,0,274.6780472,0.1094312,7.55517197,60.75335708,3.885107996,15.71033146,-0.008489918,0,0,1281.331419,-0.096137761,0.004446573,0.007723273,0,0,0,0
1788,0.005298627,0.162285272,0,0,2.255223484,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,104.9922,0,457.0000025,4270.7227,750.1610209,24.85592892,279.8309987,371.3570923,0,0,0,0,0,0,0,0,0,0,0,0,1.10E-06,2.21E-06,0,0,0,0,6.09E-05,1.23E-04,0,0,274.6770477,0.111498603,7.730934741,63.12433047,4.038519355,16.34335434,-0.008719376,0,0,1326.080725,0.088531065,0.004446573,0.007723273,0,0,0,0
1789,0.005300755,0.165270854,0,0,2.207664632,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,105.0242,0,457.0000025,4272.405,750.647049,24.71707284,279.9329987,363.4416446,0,0,0,0,0,0,0,0,0,0,0,0,1.15E-06,2.25E-06,0,0,0,0,6.35E-05,1.28E-04,0,0,274.6780523,0.113605064,7.663516243,61.63229238,3.911091424,16.00040861,-0.008948833,0,0,1300.935055,0.152985893,0.004446573,0.007723273,0,0,0,0
1790,0.005302883,0.168311362,0,0,2.216436996,0,0,0.025000429,0.024856862,34.04999924,0.010071225,0,0,0,0,0,0,0,0,0,0,5.299997807,104.99139,0,457.0000025,4270.6805,751.1640371,24.94220857,280.0370026,364.8802164,0,0,0,0,0,0,0,0,0,0,0,0,1.20E-06,2.28E-06,0,0,0,0,6.60E-05,1.32E-04,0,0,274.6770528,0.115751321,7.680254371,61.84599181,3.937203207,16.05674391,-0.00917829,0,0,1304.800481,0.174747138,0.004446573,0.007723273,0,0,0,0
